IdR,nom_repas,date_repas,adr_repas,nom_chevalier_dame
2402,Banquet royal #5817,2011-11-06,"87, rue Vincent Dupuis, 82536 Lefort",Rémy Tessier
2403,Banquet royal #1142,2016-04-04,"rue de Lacroix, 07493 Lopes",Hélène Raynaud
2404,Souper d'apparat #4393,2016-04-04,"39, boulevard de Lévêque, 27883 Saint ChristineBou",Marc-Adrien Salmon
2405,Déjeuner des preux #9685,2001-05-12,"35, boulevard Robert, 50474 Chrétien",Vincent Legros
2406,Dîner de gala #621,2000-05-01,"28, chemin Louise Pottier, 45674 Allain",Stéphane Gosselin
2407,Déjeuner des preux #7188,2022-05-09,"87, chemin Jacques, 61856 Guyon-sur-Perrot",Jérôme Daniel
2408,Dîner de gala #9910,2001-08-01,"84, boulevard de Brunel, 40199 Saint Virginienec",Christine Buisson
2409,Banquet royal #8618,2008-11-18,"82, avenue de Garcia, 14740 Alexandreboeuf",Nathalie du Hamon
2410,Agapes fraternelles #1715,2005-02-07,"488, chemin Brunet, 06657 HoarauVille",Augustin Henry
2411,Banquet royal #2615,2000-09-28,"335, rue Christiane Bonnet, 78969 Michel",Tristan Mendès Le Hervé
2412,Agapes fraternelles #73,2015-03-22,"54, rue Becker, 92789 Besnard",Édith Da Silva
2413,Déjeuner des preux #8892,2021-06-30,"32, rue Sauvage, 40674 Leblanc",Benoît du Riou
2414,Déjeuner des preux #6756,2020-01-23,"96, avenue Éléonore Chevalier, 44241 Schmitt",Odette Pineau-Riou
2415,Dîner de gala #1580,2016-02-17,"rue Étienne, 44769 LamyBourg",Laetitia Philippe
2416,Banquet royal #355,2011-01-19,"191, rue Gérard Lefèvre, 70798 Brunet",Luc Guillet
2417,Banquet royal #6801,2007-08-10,"5, rue Le Gall, 76581 Saint Josette",Margaret Étienne
2418,Déjeuner des preux #7757,2016-02-04,"80, chemin de Rodrigues, 36510 Guilbert",Alex du Mallet
2419,Déjeuner des preux #4546,2001-12-31,"21, chemin Renée Hamel, 82933 Camusdan",Aimée-Michelle Gomes
2420,Déjeuner des preux #506,2005-11-03,"3, rue de Lebrun, 41971 Blanchard-sur-Buisson",Henri Martel du Barthelemy
2421,Agapes fraternelles #6655,2019-05-07,"33, rue Marine Roche, 24195 Hervé-sur-Regnier",Émilie Laroche
2422,Festin des chevaliers #3230,2009-11-17,"47, avenue Pelletier, 39254 Blanchard-sur-Mer",Élise Delorme
2423,Souper d'apparat #2273,2016-01-22,"9, boulevard Vallée, 59909 Lebreton",Margaud Durand
2424,Agapes fraternelles #3587,2000-11-18,"57, avenue René Pelletier, 20229 Sainte Margot",Colette Benard-Bouvier
2425,Festin des chevaliers #6369,2020-08-19,"8, boulevard Christiane Faivre, 65939 Besson",Georges Humbert
2426,Agapes fraternelles #4194,2019-05-14,"83, rue Valérie Rivière, 97190 Sainte ArthurVille",Diane David
2427,Souper d'apparat #1140,2000-10-30,"765, rue Jacob, 46506 Morvan-sur-Valentin",Gabriel Pereira
2428,Banquet royal #6392,2011-10-04,"rue Bernadette Guillaume, 33821 Sainte Alix",Maryse Leclerc
2429,Souper d'apparat #9361,2000-06-10,"rue de Bouvier, 45944 Morel",Madeleine Nguyen
2430,Agapes fraternelles #4485,2020-05-09,"253, rue Leleu, 86639 Clément-sur-Rodrigues",Margot Tanguy
2431,Banquet royal #5015,2019-01-06,"40, boulevard Traore, 76828 Benard",Charlotte Rousseau-Roussel
2432,Souper d'apparat #5848,2010-02-13,"chemin Guichard, 36769 PerretBourg",Aimé Grenier
2433,Banquet royal #3644,2019-02-08,"737, chemin de Hernandez, 54776 Sainte Antoinette-",Arthur-Jacques Leblanc
2434,Festin des chevaliers #3987,2016-11-03,"68, avenue de Thibault, 72948 SeguinBourg",Antoine-François Vasseur
2435,Souper d'apparat #6587,2008-08-11,"88, avenue Perez, 95424 Germain",Cécile Maury-Guillaume
2436,Dîner de gala #5827,2018-06-27,"75, boulevard Vincent, 97348 Potier",Odette Antoine de la Chauvin
2437,Dîner de gala #3624,2022-06-04,"21, boulevard Renée Lemonnier, 31548 Jacquetnec",Franck Neveu
2438,Déjeuner des preux #2058,2017-10-25,"1, rue de Julien, 34830 Guibertdan",Nath Colas
2439,Déjeuner des preux #3068,2005-10-18,"69, boulevard Denise Renaud, 28327 Paris-sur-Pruvo",Martine Albert
2440,Banquet royal #4837,2022-09-13,"143, rue Jacques, 53770 Allain",Hélène Boulay-Guillaume
2441,Festin des chevaliers #1406,2005-04-16,"273, rue Simon, 97429 Sainte LuceVille",Marcel Étienne
2442,Banquet royal #4806,2009-06-11,"43, avenue Margaux Martel, 92428 Laporte",Vincent-Aimé Petit
2443,Dîner de gala #7658,2001-03-02,"94, chemin Alfred Marques, 42354 Buissonnec",Camille Klein
2444,Souper d'apparat #1237,2018-05-07,"rue Alain Fouquet, 62504 Perrin",Arthur Guérin
2445,Agapes fraternelles #191,2022-07-18,"chemin de Didier, 63862 Carre-sur-Bailly",Richard Marin
2446,Agapes fraternelles #1552,2002-03-07,"61, rue Anastasie Aubert, 07673 Saint Yves-les-Bai",Nath Thibault
2447,Banquet royal #4780,2001-09-09,"78, chemin Menard, 30766 Boulangernec",Jacqueline de Blanchard
2448,Souper d'apparat #7373,2020-08-11,"36, rue Simon, 75379 Morenonec",Jacqueline Rousseau
2449,Festin des chevaliers #7050,2017-09-23,"48, chemin de Cousin, 82382 Pires",Éléonore-Michelle Royer
2450,Souper d'apparat #2833,2001-08-17,"92, rue Moulin, 59643 Pons",Charlotte Le Da Silva
2451,Agapes fraternelles #2147,2017-08-20,"47, rue Michel Gautier, 26468 Lefort-sur-Pereira",Constance Couturier de la Lelièvre
2452,Banquet royal #7069,2011-04-05,"153, avenue Fontaine, 49121 Coulon",Aimé du Gérard
2453,Festin des chevaliers #9661,2005-02-13,"88, boulevard William Hamel, 89936 BenardVille",Maurice de Rousseau
2454,Festin des chevaliers #1106,2010-06-21,"28, rue Marthe Roche, 61952 Tanguy-sur-Wagner",Frédérique Ledoux
2455,Agapes fraternelles #3181,2002-10-29,"47, rue de Guyon, 54817 Lejeune",Timothée de Boucher
2456,Dîner de gala #1917,2014-09-19,"17, rue Richard, 56821 Guillaumenec",Honoré Diallo
2457,Souper d'apparat #377,2016-06-30,"17, rue de De Oliveira, 97678 Saint Alix",Frédéric-Édouard Joseph
2458,Dîner de gala #6943,2010-12-06,"chemin de Perret, 06671 Dos Santos",Thierry Michaud
2459,Festin des chevaliers #855,2001-04-30,"3, rue de David, 73893 Meyer-la-Forêt",Caroline Bertrand
2460,Dîner de gala #3481,2007-01-07,"2, rue de Grenier, 20471 Clerc",Hortense Rolland
2461,Déjeuner des preux #1688,2022-06-30,"37, rue Fischer, 43700 GuillouVille",Margot Bruneau Le Gauthier
2462,Agapes fraternelles #5840,2009-06-13,"39, chemin Gilbert Maréchal, 18129 Delorme",Isaac Masse
2463,Déjeuner des preux #2179,2022-05-20,"97, rue Breton, 28673 Clément",Charles Fournier
2464,Festin des chevaliers #5949,2012-01-12,"991, avenue Roger Voisin, 71790 Guillaume-sur-Mer",Sylvie Dijoux
2465,Déjeuner des preux #9189,2019-05-29,"55, rue de Olivier, 21399 Torres",Hortense Baron
2466,Souper d'apparat #3592,2009-04-22,"33, rue Bertrand Chevallier, 44849 Rey",Jacqueline Fouquet
2467,Festin des chevaliers #2713,2006-07-17,"250, chemin de Lemonnier, 30810 Cousin",Michelle Bertin
2468,Dîner de gala #4553,2012-08-30,"959, rue Paul Mercier, 12815 Michel-la-Forêt",Patrick Collin-Leroux
2469,Souper d'apparat #5277,2017-09-02,"96, rue Girard, 71953 Rocher",Élise Gonzalez
2470,Souper d'apparat #1001,2000-03-07,"62, rue Pelletier, 30496 TexierVille",Vincent Grégoire
2471,Festin des chevaliers #596,2017-10-09,"58, avenue De Oliveira, 07383 Lacombenec",Gabriel de la Gay
2472,Déjeuner des preux #6240,2004-09-25,"604, rue Dumont, 90755 Saint Alain-sur-Mer",Emmanuel Alves
2473,Souper d'apparat #9370,2023-04-20,"52, chemin Gérard Pierre, 36317 Loiseau",Monique Lefebvre-Vallée
2474,Agapes fraternelles #7863,2009-12-25,"593, chemin Aimé Chevallier, 78537 Moreno-sur-Mich",Véronique Le Poulain
2475,Banquet royal #1227,2022-06-23,"35, rue Brunet, 46517 Sainte IsabelleBourg",Caroline Fischer
2476,Déjeuner des preux #2811,2016-01-19,"536, rue Simon, 29838 Sainte Hortense",Patrick Lemoine-Duval
2477,Souper d'apparat #7584,2010-10-18,"avenue Lacroix, 25198 Saint Véroniquenec",Danielle Loiseau-Guyon
2478,Déjeuner des preux #8277,2004-08-06,"10, boulevard Robert Berthelot, 72413 Boulaydan",Dominique-Joséphine Ferrand
2479,Déjeuner des preux #404,2014-09-30,"26, rue de Chartier, 02697 Delorme-sur-Marin",Claudine Ramos
2480,Festin des chevaliers #1419,2019-09-25,"boulevard Arnaude Leleu, 06575 Dias",Claudine Foucher
2481,Banquet royal #2106,2018-08-30,"79, rue Deschamps, 20626 LeclercVille",Hugues Durand
2482,Festin des chevaliers #2231,2003-08-21,"16, rue de Marchal, 78909 LévyBourg",Olivie Thierry
2483,Agapes fraternelles #9970,2009-10-10,"87, rue Sylvie Bourgeois, 04369 Saint Claudedan",Roland du Hebert
2484,Agapes fraternelles #6361,2010-06-15,"156, avenue Torres, 47867 Gilbert-sur-Benard",Michelle Martinez
2485,Dîner de gala #8481,2015-03-23,"2, boulevard Arnaud, 97695 Saint Nathalie",Valentine Torres-Valentin
2486,Souper d'apparat #6304,2011-09-18,"73, boulevard Rocher, 86858 Josephdan",Victor Marchal
2487,Agapes fraternelles #9139,2018-04-22,"rue Coste, 23984 Ferreira-sur-Mer",Monique Charles
2488,Festin des chevaliers #7470,2006-01-20,"74, boulevard Roussel, 62284 Torres",Susan Payet
2489,Souper d'apparat #4139,2018-03-30,"95, chemin Alexandrie Masse, 45929 Guérin",Frédérique Jacquet
2490,Banquet royal #2961,2003-04-18,"27, rue Marine Chauvin, 56872 Nicolasdan",Françoise Bazin
2491,Festin des chevaliers #8502,2001-05-18,"avenue de Techer, 97188 Merle-sur-Carpentier",Denise Andre
2492,Festin des chevaliers #995,2014-10-09,"462, chemin Mathieu, 41549 Saint Nathalie-sur-Mer",Christelle Leconte
2493,Souper d'apparat #801,2006-05-26,"33, boulevard de Ramos, 21793 Sainte Pierre",Henriette de la Valette
2494,Souper d'apparat #8794,2023-07-02,"7, chemin Fontaine, 67679 Sainte Virginie",Marc Jacques
2495,Souper d'apparat #424,2002-07-29,"80, avenue Marthe Potier, 70127 Benard-sur-Mer",Jean Laporte-Chauvet
2496,Dîner de gala #9919,2021-09-13,"rue Étienne Lelièvre, 24104 Fournier",Océane Marchand
2497,Festin des chevaliers #2537,2004-11-17,"53, rue Da Silva, 63178 Hoarau",Roland Pereira de Guyon
2498,Banquet royal #1350,2015-12-10,"rue Bernard, 88705 Saint Moniquedan",Richard Simon-Mercier
2499,Agapes fraternelles #8768,2014-10-17,"28, chemin de Weiss, 28125 Greniernec",Georges Parent
2500,Dîner de gala #4200,2003-07-11,"rue Emmanuelle Regnier, 43887 Munoz",Philippine de la Cohen
2501,Festin des chevaliers #506,2016-02-21,"2, avenue Michèle Roger, 13913 Saint Alexandre",Alix Aubert
2502,Festin des chevaliers #3479,2009-08-29,"chemin Becker, 04393 HoareauBourg",Margaret Delattre
2503,Banquet royal #5806,2001-04-09,"23, avenue Catherine Reynaud, 18288 DelannoyBourg",Hélène Hebert
2504,Déjeuner des preux #4415,2022-10-07,"31, avenue Berthelot, 28900 Torresnec",Roger Cousin du Vallet
2505,Festin des chevaliers #3014,2001-10-01,"chemin de Nguyen, 74266 Lemonnier",Joseph Vidal
2506,Agapes fraternelles #4674,2005-07-21,"23, rue Guy Albert, 82783 Alexandrenec",Robert Martineau
2507,Festin des chevaliers #6987,2002-03-14,"5, boulevard de Chrétien, 90418 NormandBourg",Agathe Albert du Jourdan
2508,Souper d'apparat #2258,2011-08-09,"69, rue Hugues Lombard, 94105 Martinez",Augustin Bouchet de la Delattre
2509,Agapes fraternelles #7319,2003-03-30,"75, rue Bertin, 67818 Fabre-sur-Lévy",Michel Petit
2510,Dîner de gala #7212,2013-07-18,"87, boulevard Pons, 39783 Vidal-sur-Deschamps",Philippe de Laporte
2511,Banquet royal #6616,2015-03-18,"71, boulevard Descamps, 67497 Pintoboeuf",Denis Marie
2512,Banquet royal #9583,2021-04-05,"880, rue de Michaud, 40635 Lamy",André Gosselin
2513,Déjeuner des preux #7282,2019-02-05,"34, rue Simon, 38290 Laporte",Suzanne Julien
2514,Banquet royal #3816,2007-10-23,"649, rue Louise Joly, 01580 BruneauBourg",Nathalie Le Gall
2515,Agapes fraternelles #4571,2019-06-23,"rue Royer, 94137 Chrétiendan",André Andre du Grégoire
2516,Festin des chevaliers #6445,2018-07-28,"195, rue Chartier, 75823 SauvageVille",Alexandre Vasseur
2517,Festin des chevaliers #4358,2015-09-30,"44, rue de Riou, 64745 Saint Rogerboeuf",François Petitjean
2518,Agapes fraternelles #9934,2013-10-04,"15, rue de Martin, 45372 Delmas",Mathilde Dupuis
2519,Agapes fraternelles #533,2018-09-07,"99, boulevard Gabriel Guilbert, 80710 MullerBourg",Théodore Adam
2520,Dîner de gala #5328,2015-11-23,"2, rue Laine, 88419 Bonneaudan",Eugène Voisin
2521,Festin des chevaliers #3711,2011-06-08,"97, rue Paul Georges, 25894 Delorme",Jeannine Parent
2522,Souper d'apparat #7010,2011-10-12,"8, avenue Benoit, 45452 Rémy",Valentine Seguin
2523,Dîner de gala #9555,2022-05-03,"3, chemin Noémi Ledoux, 87531 Sainte EmmanuelleVil",Bertrand-Georges Grenier
2524,Agapes fraternelles #7041,2020-07-24,"23, chemin Sébastien Boulay, 94119 Torres",Matthieu Bourgeois-Gomes
2525,Festin des chevaliers #2333,2006-06-18,"70, boulevard Coste, 45152 Saint JulietteBourg",Sophie Labbé
2526,Souper d'apparat #2861,2018-08-13,"72, boulevard Maurice Marchand, 80308 Gaillard-sur",Isabelle Sauvage
2527,Agapes fraternelles #2387,2008-12-27,"62, chemin Bigot, 71172 Lucas-sur-Pinto",Michelle Rémy-Diallo
2528,Dîner de gala #3491,2014-04-18,"rue Loiseau, 46661 Barbe",Honoré Jacques du Albert
2529,Souper d'apparat #2172,2001-01-16,"61, rue Bernard Jacques, 14533 Sainte MaggieVille",Xavier Pasquier
2530,Déjeuner des preux #5102,2023-06-19,"826, rue Leduc, 48367 Maréchal",Marie Blin
2531,Dîner de gala #3984,2005-10-02,"9, chemin de Lopes, 13465 Laine-la-Forêt",Éric-Thomas Bonnet
2532,Banquet royal #1983,2013-02-27,"737, rue de Rousseau, 03905 AugerBourg",Marcelle Weiss
2533,Dîner de gala #9853,2013-10-15,"93, avenue Fischer, 58132 Allain",Catherine Laporte
2534,Festin des chevaliers #1521,2000-08-04,"96, avenue Maillet, 93685 Guérin-sur-Tanguy",Françoise Ledoux-Roussel
2535,Festin des chevaliers #4207,2004-03-01,"11, rue Launay, 94825 Saint Martineboeuf",Robert-David Regnier
2536,Agapes fraternelles #3185,2003-04-07,"boulevard Ferrand, 88255 Morvan",Thibaut Lemoine
2537,Agapes fraternelles #8278,2000-09-23,"32, chemin Caron, 52205 Mathieu-sur-Mer",Théophile Adam
2538,Banquet royal #3589,2020-10-07,"6, boulevard de Vallet, 28703 RousselVille",Antoine Fouquet
2539,Festin des chevaliers #9209,2002-12-27,"52, chemin Augustin Perrot, 88480 Bruneau",Roger Vallée
2540,Dîner de gala #4498,2005-02-07,"71, avenue Couturier, 20227 Pineau",Gabriel Hoarau
2541,Dîner de gala #9531,2023-01-21,"avenue de Berthelot, 57594 Courtois",Noémi Cousin
2542,Agapes fraternelles #9798,2000-06-16,"10, boulevard Marchand, 83581 Girard",Eugène du Hebert
2543,Dîner de gala #7297,2015-04-10,"rue de Roche, 28810 Vasseur-sur-Lefebvre",Honoré Bouvet-Clément
2544,Souper d'apparat #8862,2006-02-21,"48, avenue Charles, 91975 Nicolas-sur-Albert",Raymond Caron de Lelièvre
2545,Dîner de gala #7496,2005-12-26,"99, avenue Christiane Leduc, 20695 Sainte Roland",Michel Toussaint-Bertin
2546,Dîner de gala #3107,2006-07-16,"72, avenue de Allain, 43428 Martineau-sur-Guérin",Nicolas Tanguy
2547,Déjeuner des preux #5857,2020-02-19,"86, rue Maillot, 70127 Bouvet-sur-Mer",Henriette Lacombe
2548,Banquet royal #2294,2001-03-17,"21, chemin Bernard, 05146 Thierry",Hugues Gilbert-Fischer
2549,Souper d'apparat #1389,2023-01-14,"61, rue Labbé, 87624 Guillotnec",Théophile Moreau
2550,Festin des chevaliers #2557,2000-08-03,"78, avenue Cousin, 43385 Coulon-sur-Mer",Zacharie-Bertrand Blanc
2551,Agapes fraternelles #9300,2013-07-02,"5, rue Grondin, 21697 Le Roux",Paul Pasquier
2552,Déjeuner des preux #7322,2014-07-11,"rue de Boyer, 55818 LeclercqVille",Suzanne Charrier
2553,Déjeuner des preux #3852,2009-10-06,"boulevard Margaret Ruiz, 76915 Hoareau",Anne Roy
2554,Banquet royal #6997,2021-08-07,"62, rue Benjamin Bouvet, 85437 Masson-les-Bains",Thierry Cousin
2555,Souper d'apparat #6355,2015-09-23,"83, rue de Lévêque, 97353 Coulon",Bernadette Perez
2556,Souper d'apparat #3127,2000-08-15,"11, rue de Vidal, 49199 Ferreira",Michel-Nicolas Bouchet
2557,Festin des chevaliers #5212,2013-06-22,"8, rue de Delmas, 55858 Fleury",Gérard-Grégoire Boucher
2558,Banquet royal #9327,2008-07-04,"87, chemin Éric Ruiz, 38175 Sainte LuceBourg",Denis Dupré
2559,Festin des chevaliers #5600,2010-01-29,"11, chemin Antoine, 75682 Lejeune",Thibault Robin
2560,Dîner de gala #9993,2008-02-29,"9, chemin de Lesage, 66348 Albert-les-Bains",Alphonse Nicolas
2561,Agapes fraternelles #3055,2020-05-04,"2, avenue Susanne Meyer, 37229 Pierrenec",Arnaude Becker
2562,Festin des chevaliers #1859,2011-07-22,"13, rue Roland Dumas, 15900 Saint Frédérique-la-Fo",Daniel de la Boucher
2563,Banquet royal #6669,2018-08-17,"chemin Isabelle Joseph, 91134 Barthelemy-sur-Mathi",Caroline Dubois
2564,Festin des chevaliers #5886,2001-03-28,"46, boulevard Françoise Martinez, 56647 Pasquierne",Thomas Paul
2565,Festin des chevaliers #6942,2024-06-19,"35, chemin de Bousquet, 41663 Sainte Moniqueboeuf",Antoine Charpentier
2566,Dîner de gala #1914,2005-07-14,"64, avenue Adélaïde Fleury, 83104 BaronVille",Théodore Le Guyot
2567,Festin des chevaliers #6293,2024-09-05,"585, boulevard Delahaye, 48283 Rousset",Léon-Rémy Dumont
2568,Banquet royal #6399,2006-09-21,"877, rue de Mathieu, 82666 Didier",Noël Barre
2569,Banquet royal #8004,2012-02-23,"92, avenue Aurore Lefèvre, 50294 Clément",Guy Grondin
2570,Souper d'apparat #7462,2019-02-23,"186, rue Antoinette Fernandez, 67350 Colletdan",Hortense Jean-Jean
2571,Déjeuner des preux #4457,2021-04-23,"chemin de Guyot, 97211 Pichon",Aimé Sauvage
2572,Agapes fraternelles #549,2019-05-04,"293, rue Duval, 78275 Gosselinboeuf",Claude Martins
2573,Banquet royal #8184,2009-07-12,"17, chemin de Pierre, 94720 Saint Martine-les-Bain",Maryse Jacques du Morvan
2574,Banquet royal #8575,2006-01-23,"boulevard Raynaud, 13471 Sainte Colettenec",Suzanne Regnier
2575,Dîner de gala #3108,2017-05-11,"35, rue de Carpentier, 36459 Millet",Lucas Dubois
2576,Souper d'apparat #7250,2021-03-03,"avenue Henriette Guillot, 70439 Gérard-les-Bains",Andrée Lagarde
2577,Banquet royal #9149,2019-11-02,"253, rue de Godard, 56782 Lombard-sur-Bernier",Gabriel Caron
2578,Agapes fraternelles #8145,2007-02-25,"19, chemin Gabrielle Bailly, 93937 Saint Benjamin-",Franck-Thierry Ribeiro
2579,Banquet royal #5726,2006-10-23,"rue Charlotte Rodrigues, 37137 Alves-sur-Fournier",Lorraine Gallet
2580,Agapes fraternelles #4061,2023-05-01,"85, avenue de Carre, 30447 Baron",Gilles Ruiz de Richard
2581,Dîner de gala #7292,2010-09-28,"9, chemin Brun, 56529 Rolland",Adrien-Marc Dos Santos
2582,Dîner de gala #2185,2006-05-20,"13, rue Duhamel, 21803 Sainte Anaïsnec",Laurence Cousin
2583,Souper d'apparat #5239,2011-06-26,"rue de Léger, 74203 Klein",Antoinette Le Klein
2584,Dîner de gala #974,2000-04-13,"4, boulevard Lambert, 82144 Saint Lucie",Anaïs Gauthier-Blondel
2585,Banquet royal #538,2007-08-08,"62, avenue Marques, 36367 Besnard",François Robert
2586,Déjeuner des preux #3116,2013-01-07,"75, avenue de Bailly, 74826 MaillotBourg",Claudine Denis
2587,Festin des chevaliers #8769,2024-03-31,"55, rue Bertrand, 90432 Bourgeoisnec",Sébastien Guérin
2588,Déjeuner des preux #1064,2000-01-13,"50, avenue de Techer, 39924 Fleury",Zoé-Susan Martineau
2589,Banquet royal #2742,2008-10-18,"99, rue Lefebvre, 24630 Salmonnec",Stéphane Gosselin
2590,Déjeuner des preux #6657,2012-03-07,"3, avenue Hernandez, 01375 Sainte Émile",Martin Mahe
2591,Déjeuner des preux #1737,2013-11-19,"396, avenue Julien Vasseur, 97116 Saint Philippine",Alice Nicolas
2592,Agapes fraternelles #5049,2022-11-12,"59, chemin de Gay, 66438 Rodrigues",Monique Petitjean
2593,Festin des chevaliers #7214,2023-11-10,"7, avenue Lacombe, 81393 Teixeiradan",Hugues Tessier
2594,Dîner de gala #9647,2007-10-02,"51, rue Alfred Pichon, 97439 Saint Grégoire",William Dupré de Morvan
2595,Agapes fraternelles #5915,2018-04-25,"73, chemin Guillou, 83954 Klein",Étienne Simon-Rousseau
2596,Festin des chevaliers #5349,2007-06-23,"42, boulevard Pichon, 18639 Saint Aiménec",Juliette Munoz
2597,Déjeuner des preux #6524,2023-09-05,"14, rue de Imbert, 51397 Leblanc",Antoinette Ruiz
2598,Agapes fraternelles #6924,2007-05-25,"46, rue Hardy, 20208 Pascal",Victor Monnier-Lagarde
2599,Dîner de gala #6369,2022-02-01,"77, rue de Robert, 78462 MartyBourg",William Bouvet
2600,Souper d'apparat #7411,2015-09-24,"17, chemin Seguin, 51500 CostaVille",Aurélie Guillaume-Voisin
2601,Festin des chevaliers #1132,2021-02-28,"15, rue de Martin, 83600 Sainte Laurence",Guillaume Lelièvre
2602,Festin des chevaliers #3415,2012-01-06,"14, avenue de Gimenez, 58306 Morel",Daniel-Hugues Bousquet
2603,Déjeuner des preux #4842,2006-09-28,"924, rue de Paris, 93603 Letellier-les-Bains",Franck Paris
2604,Dîner de gala #524,2021-03-29,"boulevard Émilie Lefebvre, 51931 Camus",Agnès Cousin
2605,Dîner de gala #7582,2001-07-19,"avenue Élisabeth Maillet, 51811 Dupré",Suzanne Laine
2606,Souper d'apparat #9053,2005-08-21,"90, boulevard de Navarro, 97395 Pruvost",Joseph de la Rémy
2607,Festin des chevaliers #664,2024-01-10,"937, avenue Madeleine Bazin, 10238 Mauricedan",Thomas Godard
2608,Souper d'apparat #6118,2013-11-16,"6, chemin de Carlier, 34140 Guyon",Geneviève Mathieu
2609,Banquet royal #7843,2008-10-19,"96, chemin Christophe Albert, 95453 Hervé",Luce Jacob
2610,Banquet royal #4214,2011-12-02,"72, rue Delahaye, 36458 Hoareau-sur-Dumont",Martin Le Boucher
2611,Banquet royal #9716,2016-09-23,"138, boulevard Nicolas, 30460 Brunel",Maggie Henry
2612,Festin des chevaliers #7197,2007-04-29,"980, avenue Claude Camus, 76737 Lemonnier",Luc Descamps
2613,Agapes fraternelles #8602,2020-12-26,"89, rue de Bertrand, 88782 Saint Margaud",Nicolas Chartier
2614,Dîner de gala #4609,2010-04-30,"31, chemin de Voisin, 56910 RegnierVille",Hugues Brunet
2615,Souper d'apparat #3284,2017-05-10,"37, avenue Aurore Loiseau, 35835 Navarro-sur-Maill",Eugène Bonnin
2616,Festin des chevaliers #4457,2020-12-26,"4, boulevard Leleu, 16447 Légerdan",Andrée Arnaud de Boulanger
2617,Souper d'apparat #2299,2012-07-04,"5, rue Luc Georges, 23346 Saint Alix",Frédéric Hamel
2618,Déjeuner des preux #7522,2014-08-26,"2, rue Claudine Perez, 02205 Sainte Olivier",Louise Michaud
2619,Festin des chevaliers #3679,2004-06-12,"428, rue de Gautier, 48906 ClémentBourg",Aurélie-Monique Denis
2620,Festin des chevaliers #5867,2024-11-03,"653, boulevard Martel, 16164 Maillet-la-Forêt",Aimée-Françoise Delorme
2621,Agapes fraternelles #4160,2005-05-17,"8, rue Noël Peltier, 54695 Sainte Alexandria",Julie Rey
2622,Souper d'apparat #1875,2014-10-26,"50, rue Louis, 07362 Hoareau",Astrid Grondin du Blin
2623,Souper d'apparat #5663,2000-04-24,"7, rue Berger, 53869 Benoit-sur-Mer",Georges Normand-Blondel
2624,Agapes fraternelles #5841,2010-12-21,"913, avenue de David, 32877 Deschamps",Bertrand Thibault
2625,Banquet royal #9949,2001-07-26,"rue Guillot, 13849 Sainte InèsBourg",William Lecomte
2626,Banquet royal #3683,2008-03-10,"8, rue de Mary, 55696 Jourdan",Luc Raymond
2627,Souper d'apparat #7205,2023-10-29,"66, rue Delmas, 93340 Renaud",Audrey Nicolas
2628,Déjeuner des preux #6438,2017-07-15,"3, chemin Fabre, 27267 Mendèsdan",Isaac Blanchet-Cohen
2629,Agapes fraternelles #7613,2024-11-24,"991, boulevard Lefort, 71465 De Sousa",Jérôme Duval-Bourgeois
2630,Déjeuner des preux #4787,2002-08-09,"792, rue Sauvage, 47357 Collin",Margaux Chauvet de la Charpentier
2631,Banquet royal #5893,2015-03-27,"64, boulevard Marie Devaux, 60299 Sainte Valentine",Françoise Parent
2632,Déjeuner des preux #353,2011-03-16,"43, rue Coulon, 28552 Sainte Sophie",Édith Marie
2633,Souper d'apparat #5769,2015-09-30,"rue Valérie Perrier, 25746 Masson",Luc Le Antoine
2634,Souper d'apparat #4526,2020-12-26,"10, chemin David Marchand, 73466 Riou",Lucas Fleury
2635,Banquet royal #9074,2019-03-28,"7, chemin Olivier, 24413 Guillet",Dominique Picard
2636,Souper d'apparat #3621,2004-01-29,"8, rue Marie Aubert, 92542 Caron",Jeanne Vasseur
2637,Souper d'apparat #1052,2011-11-24,"9, chemin Gérard, 23515 Saint Nicolas",Gabriel Pereira de la Hardy
2638,Banquet royal #9179,2011-01-19,"3, chemin Gilbert Lemonnier, 01132 Roche",Maggie Bertrand
2639,Agapes fraternelles #4265,2003-01-22,"186, rue Klein, 58271 Da Costa",Honoré Gaillard
2640,Agapes fraternelles #78,2010-04-02,"27, rue Suzanne Marques, 32423 AdamVille",Julie Moreau
2641,Souper d'apparat #5803,2016-09-28,"92, avenue de Henry, 71651 Bruneau-la-Forêt",Gabriel Marie
2642,Dîner de gala #3551,2015-07-29,"1, avenue de Vallée, 86997 Perrier-sur-Mer",Hortense Fouquet
2643,Festin des chevaliers #3909,2011-01-03,"2, boulevard Diallo, 71247 Clément",Grégoire de Dupont
2644,Festin des chevaliers #124,2001-03-09,"21, chemin de Navarro, 58529 Guillaume",Valentine Klein
2645,Agapes fraternelles #727,2024-02-25,"660, chemin de Chrétien, 68626 Dijoux",Raymond Hernandez
2646,Dîner de gala #345,2018-12-01,"1, chemin de Cohen, 84277 Traore",Eugène Leclerc
2647,Banquet royal #214,2024-09-24,"61, boulevard Boyer, 26344 Sainte ÉmileVille",Margaret Gautier
2648,Banquet royal #5890,2012-05-09,"32, chemin de Baron, 88639 Lemaire-la-Forêt",Margot Diaz de Lagarde
2649,Agapes fraternelles #89,2016-09-14,"1, rue Berthelot, 01722 Boucher",Marcelle Payet
