IdR,nom_repas,date_repas,adr_repas,nom_chevalier_dame
2115,Festin des chevaliers #4661,2019-11-12,149 Chemin des Dames,Lancelot du Lac
2116,Banquet royal #9581,2005-11-22,63 Chemin des Dames,Lancelot Le Fay
2117,Banquet royal #9626,2016-04-09,174 Place d'Armes,Arthur de Lyonesse
2118,Banquet royal #2308,2023-03-22,44 Place d'Armes,Guenièvre de Cornouailles
2119,Agapes fraternelles #112,2023-05-09,156 Avenue des Chevaliers,Perceval Pendragon
2120,Agapes fraternelles #7918,2007-04-02,41 Place d'Armes,Élaine des Îles
2121,Déjeuner des preux #6970,2019-05-03,151 Place d'Armes,Élaine de Gaule
2122,Festin des chevaliers #4664,2017-04-17,48 Avenue des Chevaliers,Morgane de Gaule
2123,Souper d'apparat #8600,2013-01-06,46 Avenue des Chevaliers,Élaine de Bretagne
2124,Déjeuner des preux #8315,2012-11-10,74 Avenue des Chevaliers,Iseult de Gaule
2125,Banquet royal #8254,2020-01-22,72 Avenue des Chevaliers,Gauvain de Lyonesse
2126,Festin des chevaliers #4212,2008-04-07,36 Chemin des Dames,Tristan de Lyonesse
2127,Banquet royal #9014,2018-10-06,34 Boulevard du Roi,Gauvain Pendragon
2128,Festin des chevaliers #9552,2014-03-26,77 Chemin des Dames,Lancelot d'Orkney
2129,Souper d'apparat #5357,2018-04-29,2 Chemin des Dames,Iseult de Lyonesse
2130,Agapes fraternelles #6262,2020-02-26,134 Rue de la Paix,Viviane du Lac
2131,Agapes fraternelles #3156,2021-04-21,100 Chemin des Dames,Arthur Pendragon
2132,Dîner de gala #143,2011-03-29,62 Avenue des Chevaliers,Lancelot des Îles
2133,Banquet royal #6698,2024-04-29,163 Boulevard du Roi,Morgane des Îles
2134,Agapes fraternelles #2387,2020-04-29,72 Boulevard du Roi,Lancelot Pendragon
2135,Banquet royal #4268,2003-03-29,194 Chemin des Dames,Iseult de Gaule
2136,Agapes fraternelles #2040,2019-10-24,7 Avenue des Chevaliers,Perceval de Gaule
2137,Banquet royal #4050,2018-04-28,130 Allée des Preux,Perceval des Îles
2138,Déjeuner des preux #687,2021-02-02,178 Allée des Preux,Iseult de Bretagne
2139,Souper d'apparat #6405,2015-11-10,121 Rue de la Paix,Viviane Le Fay
2140,Souper d'apparat #8088,2019-10-23,14 Allée des Preux,Arthur de Galles
2141,Festin des chevaliers #3228,2011-10-29,12 Rue de la Paix,Guenièvre de Galles
2142,Festin des chevaliers #8241,2014-04-08,133 Allée des Preux,Morgane du Lac
2143,Dîner de gala #2718,2012-04-27,27 Chemin des Dames,Élaine Pendragon
2144,Banquet royal #7206,2018-10-23,199 Allée des Preux,Morgane de Lyonesse
2145,Souper d'apparat #7092,2018-05-05,74 Rue de la Paix,Iseult de Galles
2146,Banquet royal #6780,2000-03-03,10 Avenue des Chevaliers,Gauvain du Lac
2147,Dîner de gala #936,2024-10-31,194 Place d'Armes,Viviane Le Fay
2148,Déjeuner des preux #5180,2022-07-17,142 Avenue des Chevaliers,Perceval Pendragon
2149,Souper d'apparat #724,2019-07-05,168 Allée des Preux,Élaine d'Orkney
2150,Déjeuner des preux #6324,2019-10-22,105 Allée des Preux,Gauvain du Lac
2151,Banquet royal #9967,2021-10-03,158 Avenue des Chevaliers,Tristan d'Orkney
2152,Dîner de gala #1044,2017-01-09,165 Place d'Armes,Guenièvre de Lyonesse
2153,Souper d'apparat #6799,2017-12-14,33 Boulevard du Roi,Élaine d'Orkney
2154,Banquet royal #8473,2022-11-10,169 Chemin des Dames,Morgane de Bretagne
2155,Agapes fraternelles #7680,2021-08-11,145 Boulevard du Roi,Tristan d'Orkney
2156,Dîner de gala #3187,2022-04-09,68 Avenue des Chevaliers,Gauvain de Galles
2157,Souper d'apparat #1604,2024-11-13,157 Rue de la Paix,Perceval Le Fay
2158,Déjeuner des preux #3071,2009-02-09,124 Rue de la Paix,Perceval des Îles
2159,Déjeuner des preux #9897,2014-07-02,105 Avenue des Chevaliers,Gauvain de Lyonesse
2160,Souper d'apparat #2216,2020-11-07,153 Avenue des Chevaliers,Lancelot de Gaule
2161,Banquet royal #8094,2019-10-26,157 Place d'Armes,Arthur du Lac
2162,Dîner de gala #7685,2023-04-03,77 Allée des Preux,Arthur de Gaule
2163,Dîner de gala #5138,2020-04-13,19 Place d'Armes,Viviane de Lyonesse
2164,Festin des chevaliers #4287,2021-11-22,135 Boulevard du Roi,Viviane du Lac
2165,Déjeuner des preux #7325,2013-12-27,34 Place d'Armes,Iseult du Lac
2166,Banquet royal #4034,2021-03-25,55 Boulevard du Roi,Perceval de Bretagne
2167,Déjeuner des preux #8324,2021-04-24,61 Rue de la Paix,Morgane Pendragon
2168,Festin des chevaliers #2383,2021-06-02,150 Chemin des Dames,Iseult des Îles
2169,Agapes fraternelles #1758,2017-03-16,141 Chemin des Dames,Élaine Pendragon
2170,Banquet royal #9223,2008-10-10,16 Chemin des Dames,Élaine Pendragon
2171,Festin des chevaliers #3181,2023-03-22,57 Avenue des Chevaliers,Lancelot du Lac
2172,Souper d'apparat #7007,2014-11-24,182 Place d'Armes,Gauvain Pendragon
2173,Festin des chevaliers #9123,2024-10-31,100 Allée des Preux,Guenièvre du Lac
2174,Dîner de gala #9250,2023-02-27,89 Allée des Preux,Élaine de Gaule
2175,Déjeuner des preux #6055,2013-10-05,64 Avenue des Chevaliers,Élaine de Bretagne
2176,Déjeuner des preux #2541,2021-03-31,109 Allée des Preux,Lancelot Pendragon
2177,Dîner de gala #84,2011-06-14,152 Place d'Armes,Arthur du Lac
2178,Déjeuner des preux #2606,2019-06-02,4 Place d'Armes,Gauvain Pendragon
2179,Dîner de gala #4680,2017-03-22,19 Place d'Armes,Tristan de Bretagne
2180,Banquet royal #7504,2020-10-17,26 Rue de la Paix,Lancelot d'Orkney
2181,Déjeuner des preux #5839,2009-03-24,43 Allée des Preux,Viviane de Cornouailles
2182,Agapes fraternelles #2884,2023-04-14,71 Place d'Armes,Tristan des Îles
2183,Déjeuner des preux #6250,2012-02-03,34 Chemin des Dames,Arthur de Bretagne
2184,Déjeuner des preux #8186,2022-11-12,29 Allée des Preux,Viviane Le Fay
2185,Déjeuner des preux #7911,2020-10-02,135 Allée des Preux,Lancelot de Bretagne
2186,Agapes fraternelles #281,2017-10-15,183 Allée des Preux,Guenièvre Pendragon
2187,Festin des chevaliers #1703,2015-03-25,107 Chemin des Dames,Viviane de Gaule
2188,Banquet royal #8851,2015-10-05,107 Place d'Armes,Tristan de Lyonesse
2189,Agapes fraternelles #2697,2019-11-06,70 Chemin des Dames,Élaine Pendragon
2190,Festin des chevaliers #6905,2018-04-12,196 Rue de la Paix,Viviane de Lyonesse
2191,Festin des chevaliers #8952,2023-11-23,115 Place d'Armes,Morgane de Bretagne
2192,Dîner de gala #1390,2018-12-10,109 Rue de la Paix,Morgane du Lac
2193,Banquet royal #5644,2022-06-27,8 Allée des Preux,Guenièvre de Lyonesse
2194,Agapes fraternelles #9276,2008-03-21,62 Place d'Armes,Lancelot de Cornouailles
2195,Souper d'apparat #9860,2012-11-18,15 Boulevard du Roi,Iseult du Lac
2196,Déjeuner des preux #1181,2011-10-31,38 Chemin des Dames,Iseult des Îles
2197,Déjeuner des preux #3154,2006-05-15,23 Place d'Armes,Iseult de Lyonesse
2198,Banquet royal #7936,2016-04-12,114 Chemin des Dames,Élaine Pendragon
2199,Dîner de gala #6604,2023-11-30,63 Chemin des Dames,Guenièvre du Lac
2200,Agapes fraternelles #1118,2017-11-08,47 Boulevard du Roi,Perceval de Cornouailles
2201,Banquet royal #7275,2019-04-27,134 Avenue des Chevaliers,Iseult du Lac
2202,Dîner de gala #5487,2021-04-29,181 Place d'Armes,Iseult Le Fay
2203,Souper d'apparat #9564,2024-03-11,31 Avenue des Chevaliers,Tristan de Lyonesse
2204,Déjeuner des preux #7728,2017-04-17,130 Avenue des Chevaliers,Arthur de Gaule
2205,Déjeuner des preux #9032,2018-11-29,97 Place d'Armes,Viviane de Cornouailles
2206,Déjeuner des preux #2402,2016-07-03,168 Place d'Armes,Gauvain du Lac
2207,Déjeuner des preux #9700,2022-10-04,62 Boulevard du Roi,Perceval du Lac
2208,Souper d'apparat #4770,2021-02-05,98 Place d'Armes,Arthur Pendragon
2209,Déjeuner des preux #5255,2009-09-28,32 Avenue des Chevaliers,Morgane Pendragon
2210,Festin des chevaliers #9284,2014-04-24,70 Place d'Armes,Morgane des Îles
2211,Dîner de gala #4650,2024-03-08,183 Rue de la Paix,Morgane de Cornouailles
2212,Festin des chevaliers #9340,2016-04-07,126 Avenue des Chevaliers,Perceval Le Fay
2213,Festin des chevaliers #970,2013-06-24,112 Place d'Armes,Viviane de Cornouailles
2214,Festin des chevaliers #5859,2018-03-02,116 Boulevard du Roi,Lancelot des Îles
2215,Festin des chevaliers #9640,2016-11-22,37 Boulevard du Roi,Morgane d'Orkney
2216,Banquet royal #1536,2011-03-01,16 Avenue des Chevaliers,Morgane Le Fay
2217,Festin des chevaliers #1918,2017-11-09,100 Allée des Preux,Guenièvre de Cornouailles
2218,Banquet royal #216,2024-06-09,33 Avenue des Chevaliers,Arthur de Gaule
2219,Souper d'apparat #620,2020-04-09,108 Place d'Armes,Tristan de Lyonesse
2220,Agapes fraternelles #2133,2012-10-19,105 Place d'Armes,Viviane de Cornouailles
2221,Banquet royal #188,2020-11-22,49 Rue de la Paix,Lancelot Pendragon
2222,Agapes fraternelles #8913,2001-11-16,152 Boulevard du Roi,Morgane Pendragon
2223,Souper d'apparat #2844,2020-05-17,54 Rue de la Paix,Lancelot de Bretagne
2224,Souper d'apparat #8607,2024-10-19,147 Rue de la Paix,Gauvain de Cornouailles
2225,Banquet royal #7531,2018-11-23,169 Chemin des Dames,Arthur de Gaule
2226,Agapes fraternelles #5349,2007-04-12,80 Chemin des Dames,Tristan de Lyonesse
2227,Agapes fraternelles #8695,2008-04-23,170 Avenue des Chevaliers,Perceval de Galles
2228,Souper d'apparat #3889,2014-04-07,36 Rue de la Paix,Arthur Pendragon
2229,Festin des chevaliers #2073,2020-06-01,143 Allée des Preux,Lancelot de Cornouailles
2230,Festin des chevaliers #3735,2020-09-05,162 Avenue des Chevaliers,Morgane des Îles
2231,Banquet royal #2768,2023-10-15,199 Avenue des Chevaliers,Gauvain de Cornouailles
2232,Banquet royal #1794,2024-10-30,66 Chemin des Dames,Lancelot de Galles
2233,Souper d'apparat #6674,2024-11-30,137 Boulevard du Roi,Viviane du Lac
2234,Dîner de gala #6847,2016-06-14,40 Allée des Preux,Lancelot de Cornouailles
2235,Déjeuner des preux #6406,2005-04-28,58 Rue de la Paix,Viviane de Bretagne
2236,Banquet royal #8045,2021-11-14,194 Chemin des Dames,Perceval d'Orkney
2237,Déjeuner des preux #6732,2022-10-28,133 Rue de la Paix,Morgane des Îles
2238,Dîner de gala #9722,2017-03-03,175 Avenue des Chevaliers,Viviane de Gaule
2239,Déjeuner des preux #4133,2011-10-23,37 Allée des Preux,Morgane de Galles
2240,Festin des chevaliers #3544,2022-03-12,4 Avenue des Chevaliers,Viviane des Îles
2241,Banquet royal #5201,2016-03-28,166 Avenue des Chevaliers,Tristan de Lyonesse
2242,Festin des chevaliers #6191,2015-03-10,133 Chemin des Dames,Viviane des Îles
2243,Banquet royal #9019,2024-11-15,166 Boulevard du Roi,Gauvain de Bretagne
2244,Dîner de gala #7151,2017-11-28,87 Avenue des Chevaliers,Lancelot de Bretagne
2245,Agapes fraternelles #1425,2024-04-04,12 Rue de la Paix,Guenièvre du Lac
2246,Festin des chevaliers #1199,2018-02-21,20 Place d'Armes,Perceval de Bretagne
2247,Banquet royal #4956,2019-11-30,110 Boulevard du Roi,Morgane d'Orkney
2248,Déjeuner des preux #6536,2016-03-19,127 Rue de la Paix,Iseult de Galles
2249,Déjeuner des preux #1439,2011-10-28,20 Place d'Armes,Tristan Pendragon
2250,Dîner de gala #9213,2014-04-07,57 Boulevard du Roi,Perceval Pendragon
2251,Dîner de gala #5321,2017-11-07,71 Rue de la Paix,Morgane de Bretagne
2252,Souper d'apparat #8443,2018-10-15,83 Rue de la Paix,Perceval Le Fay
2253,Banquet royal #1162,2019-01-27,158 Boulevard du Roi,Gauvain d'Orkney
2254,Souper d'apparat #1339,2024-11-14,95 Place d'Armes,Élaine de Gaule
2255,Dîner de gala #5262,2024-11-14,136 Avenue des Chevaliers,Morgane de Galles
2256,Déjeuner des preux #6108,2015-11-09,109 Chemin des Dames,Morgane de Bretagne
2257,Festin des chevaliers #2778,2022-11-29,179 Avenue des Chevaliers,Lancelot de Cornouailles
2258,Banquet royal #1380,2017-11-06,14 Chemin des Dames,Perceval de Galles
2259,Dîner de gala #6632,2016-10-23,148 Rue de la Paix,Arthur Le Fay
2260,Agapes fraternelles #2283,2022-04-17,85 Place d'Armes,Viviane du Lac
2261,Déjeuner des preux #5385,2019-10-04,135 Chemin des Dames,Élaine de Gaule
2262,Festin des chevaliers #5503,2022-11-22,122 Place d'Armes,Perceval Pendragon
2263,Déjeuner des preux #6882,2018-09-10,117 Allée des Preux,Élaine de Cornouailles
2264,Agapes fraternelles #5041,2024-06-05,12 Allée des Preux,Morgane Pendragon
2265,Banquet royal #3439,2024-04-18,99 Rue de la Paix,Morgane de Cornouailles
2266,Souper d'apparat #686,2020-08-23,135 Avenue des Chevaliers,Guenièvre de Galles
2267,Festin des chevaliers #4597,2024-11-01,125 Avenue des Chevaliers,Guenièvre du Lac
2268,Souper d'apparat #7270,2021-04-28,58 Rue de la Paix,Gauvain de Lyonesse
2269,Banquet royal #3583,2022-05-11,153 Place d'Armes,Guenièvre Pendragon
2270,Agapes fraternelles #5728,2013-03-15,85 Rue de la Paix,Tristan de Cornouailles
2271,Banquet royal #9164,2001-03-11,50 Place d'Armes,Morgane Pendragon
2272,Souper d'apparat #3328,2012-04-18,56 Place d'Armes,Élaine de Galles
2273,Agapes fraternelles #4293,2014-07-22,18 Place d'Armes,Élaine Le Fay
2274,Dîner de gala #8512,2023-03-19,158 Allée des Preux,Élaine du Lac
2275,Dîner de gala #6747,2018-03-10,103 Allée des Preux,Élaine de Bretagne
2276,Banquet royal #4551,2018-04-15,96 Boulevard du Roi,Élaine d'Orkney
2277,Agapes fraternelles #2286,2023-10-24,32 Chemin des Dames,Gauvain du Lac
2278,Souper d'apparat #8124,2017-09-15,186 Avenue des Chevaliers,Lancelot de Cornouailles
2279,Dîner de gala #5609,2023-11-06,113 Avenue des Chevaliers,Perceval de Galles
2280,Déjeuner des preux #4044,2017-10-07,159 Place d'Armes,Guenièvre des Îles
2281,Festin des chevaliers #3927,2019-03-29,65 Place d'Armes,Viviane des Îles
2282,Dîner de gala #248,2019-11-03,43 Place d'Armes,Guenièvre d'Orkney
2283,Souper d'apparat #4596,2007-10-11,33 Rue de la Paix,Tristan de Bretagne
2284,Déjeuner des preux #9815,2016-03-01,48 Rue de la Paix,Iseult de Cornouailles
2285,Agapes fraternelles #7239,2014-04-23,26 Allée des Preux,Lancelot de Cornouailles
2286,Banquet royal #2321,2021-10-07,131 Place d'Armes,Tristan de Lyonesse
2287,Dîner de gala #7001,2021-04-03,105 Allée des Preux,Viviane des Îles
2288,Festin des chevaliers #6319,2023-04-16,53 Boulevard du Roi,Perceval de Bretagne
2289,Agapes fraternelles #5021,2016-03-15,99 Place d'Armes,Lancelot de Galles
2290,Dîner de gala #7225,2003-05-24,98 Allée des Preux,Gauvain d'Orkney
2291,Déjeuner des preux #1291,2012-04-29,68 Rue de la Paix,Morgane de Gaule
2292,Agapes fraternelles #3751,2015-04-01,117 Rue de la Paix,Guenièvre de Galles
2293,Banquet royal #6786,2017-01-03,20 Boulevard du Roi,Morgane d'Orkney
2294,Souper d'apparat #6323,2018-11-03,40 Place d'Armes,Tristan Le Fay
2295,Souper d'apparat #6305,2016-11-24,125 Allée des Preux,Arthur de Bretagne
2296,Banquet royal #5948,2020-03-25,41 Chemin des Dames,Morgane de Lyonesse
2297,Déjeuner des preux #7446,2010-02-05,83 Allée des Preux,Élaine du Lac
2298,Agapes fraternelles #6336,2008-11-27,99 Chemin des Dames,Guenièvre des Îles
2299,Souper d'apparat #7390,2021-09-15,188 Avenue des Chevaliers,Morgane d'Orkney
2300,Agapes fraternelles #967,2019-10-06,170 Allée des Preux,Perceval de Gaule
2301,Déjeuner des preux #4936,2024-09-26,151 Avenue des Chevaliers,Tristan de Gaule
2302,Agapes fraternelles #5251,2010-11-09,42 Avenue des Chevaliers,Iseult de Cornouailles
2303,Agapes fraternelles #2504,2017-04-14,181 Avenue des Chevaliers,Viviane Le Fay
2304,Banquet royal #9032,2011-03-27,45 Boulevard du Roi,Perceval de Cornouailles
2305,Festin des chevaliers #4744,2005-03-29,158 Chemin des Dames,Guenièvre de Galles
2306,Festin des chevaliers #3181,2024-02-09,25 Rue de la Paix,Viviane Le Fay
2307,Banquet royal #1381,2018-04-15,66 Chemin des Dames,Perceval du Lac
2308,Banquet royal #8434,2017-04-27,68 Rue de la Paix,Guenièvre de Bretagne
2309,Banquet royal #6850,2024-03-15,146 Chemin des Dames,Perceval de Cornouailles
2310,Dîner de gala #6433,2024-01-28,55 Allée des Preux,Viviane de Lyonesse
2311,Banquet royal #4186,2024-10-28,96 Avenue des Chevaliers,Élaine de Gaule
2312,Festin des chevaliers #1569,2010-11-22,171 Boulevard du Roi,Guenièvre de Bretagne
2313,Dîner de gala #8035,2011-05-26,116 Boulevard du Roi,Viviane de Galles
2314,Banquet royal #6593,2019-11-16,40 Place d'Armes,Arthur Pendragon
2315,Festin des chevaliers #9980,2013-03-01,159 Chemin des Dames,Gauvain de Galles
2316,Festin des chevaliers #5787,2023-11-26,127 Place d'Armes,Gauvain des Îles
2317,Banquet royal #3901,2010-11-18,120 Avenue des Chevaliers,Perceval de Cornouailles
2318,Agapes fraternelles #2250,2003-04-29,52 Avenue des Chevaliers,Lancelot de Lyonesse
2319,Banquet royal #7485,2014-04-11,152 Place d'Armes,Viviane des Îles
2320,Agapes fraternelles #2786,2011-04-02,82 Allée des Preux,Viviane d'Orkney
2321,Banquet royal #1104,2024-03-04,150 Avenue des Chevaliers,Lancelot de Galles
2322,Festin des chevaliers #1330,2023-06-07,2 Allée des Preux,Lancelot Le Fay
2323,Souper d'apparat #5587,2006-06-28,47 Boulevard du Roi,Morgane de Lyonesse
2324,Banquet royal #4915,2023-04-23,68 Place d'Armes,Élaine Pendragon
2325,Déjeuner des preux #9454,2023-08-31,148 Place d'Armes,Tristan de Galles
2326,Agapes fraternelles #4037,2020-11-05,100 Chemin des Dames,Viviane de Lyonesse
2327,Déjeuner des preux #1026,2024-10-02,77 Rue de la Paix,Gauvain de Lyonesse
2328,Agapes fraternelles #1577,2020-10-11,123 Avenue des Chevaliers,Iseult de Cornouailles
2329,Festin des chevaliers #8103,2016-10-06,82 Allée des Preux,Morgane de Bretagne
2330,Déjeuner des preux #4744,2024-04-04,16 Place d'Armes,Iseult Pendragon
2331,Festin des chevaliers #9493,2024-03-15,77 Place d'Armes,Viviane des Îles
2332,Dîner de gala #3439,2019-10-08,177 Avenue des Chevaliers,Guenièvre de Gaule
2333,Souper d'apparat #2560,2013-01-23,70 Chemin des Dames,Lancelot Pendragon
2334,Festin des chevaliers #3618,2022-03-06,167 Rue de la Paix,Viviane de Bretagne
2335,Agapes fraternelles #3284,2022-10-26,183 Place d'Armes,Tristan de Bretagne
2336,Dîner de gala #7909,2017-05-22,175 Boulevard du Roi,Arthur de Lyonesse
2337,Déjeuner des preux #8895,2018-04-29,180 Place d'Armes,Élaine de Bretagne
2338,Festin des chevaliers #5264,2024-10-06,61 Chemin des Dames,Élaine du Lac
2339,Déjeuner des preux #1114,2020-02-03,8 Place d'Armes,Iseult de Galles
2340,Déjeuner des preux #2444,2020-10-22,185 Chemin des Dames,Arthur des Îles
2341,Agapes fraternelles #2937,2009-04-02,159 Rue de la Paix,Tristan Le Fay
2342,Dîner de gala #4701,2015-12-22,46 Allée des Preux,Morgane de Lyonesse
2343,Agapes fraternelles #2549,2010-01-23,102 Rue de la Paix,Gauvain de Lyonesse
2344,Déjeuner des preux #598,2017-10-14,75 Avenue des Chevaliers,Tristan Le Fay
2345,Souper d'apparat #9350,2024-03-12,10 Boulevard du Roi,Iseult de Galles
2346,Dîner de gala #8169,2013-11-29,177 Rue de la Paix,Lancelot du Lac
2347,Agapes fraternelles #6982,2021-11-03,167 Allée des Preux,Tristan de Lyonesse
2348,Festin des chevaliers #5955,2016-10-20,27 Allée des Preux,Lancelot des Îles
2349,Agapes fraternelles #9981,2013-05-06,100 Chemin des Dames,Guenièvre Le Fay
2350,Festin des chevaliers #7869,2020-02-12,45 Rue de la Paix,Perceval du Lac
2351,Agapes fraternelles #6959,2024-10-24,199 Rue de la Paix,Élaine de Cornouailles
2352,Dîner de gala #6048,2024-09-08,19 Avenue des Chevaliers,Iseult de Cornouailles
2353,Agapes fraternelles #4120,2020-10-11,53 Chemin des Dames,Élaine de Gaule
2354,Banquet royal #4303,2022-09-25,42 Chemin des Dames,Gauvain de Gaule
2355,Souper d'apparat #3256,2023-10-31,55 Allée des Preux,Perceval Le Fay
2356,Dîner de gala #4531,2020-04-23,116 Boulevard du Roi,Gauvain des Îles
2357,Banquet royal #202,2016-03-19,2 Rue de la Paix,Morgane Pendragon
2358,Agapes fraternelles #2647,2024-08-19,11 Rue de la Paix,Tristan d'Orkney
2359,Déjeuner des preux #4294,2023-03-16,52 Boulevard du Roi,Élaine Le Fay
2360,Déjeuner des preux #3423,2022-04-09,42 Chemin des Dames,Gauvain de Bretagne
2361,Déjeuner des preux #6656,2013-12-26,111 Allée des Preux,Guenièvre Le Fay
2362,Agapes fraternelles #7563,2021-04-24,134 Place d'Armes,Lancelot Pendragon
2363,Banquet royal #944,2018-03-29,150 Place d'Armes,Iseult de Galles
2364,Banquet royal #3320,2015-03-28,153 Allée des Preux,Iseult Pendragon
2365,Banquet royal #9675,2019-03-13,41 Boulevard du Roi,Lancelot du Lac
2366,Festin des chevaliers #8221,2015-05-24,131 Place d'Armes,Lancelot de Lyonesse
2367,Dîner de gala #3691,2018-10-08,119 Allée des Preux,Lancelot Pendragon
2368,Dîner de gala #6940,2019-11-19,130 Avenue des Chevaliers,Iseult du Lac
2369,Déjeuner des preux #2302,2013-10-23,121 Chemin des Dames,Iseult des Îles
2370,Souper d'apparat #99,2011-04-05,175 Boulevard du Roi,Viviane de Galles
2371,Festin des chevaliers #7424,2010-11-14,98 Place d'Armes,Morgane d'Orkney
2372,Souper d'apparat #9101,2024-11-17,157 Place d'Armes,Perceval d'Orkney
2373,Déjeuner des preux #1114,2019-12-31,164 Boulevard du Roi,Gauvain Pendragon
2374,Banquet royal #2321,2018-10-06,8 Place d'Armes,Viviane de Gaule
2375,Agapes fraternelles #9407,2009-04-03,182 Allée des Preux,Gauvain du Lac
2376,Festin des chevaliers #7882,2014-04-10,128 Chemin des Dames,Élaine Pendragon
2377,Agapes fraternelles #7144,2024-02-17,13 Allée des Preux,Iseult des Îles
2378,Souper d'apparat #7102,2006-11-28,122 Chemin des Dames,Viviane Le Fay
2379,Dîner de gala #1725,2017-06-14,141 Place d'Armes,Élaine Le Fay
2380,Souper d'apparat #5625,2022-03-30,124 Rue de la Paix,Iseult des Îles
2381,Déjeuner des preux #2510,2017-11-20,129 Boulevard du Roi,Viviane de Gaule
2382,Souper d'apparat #7439,2012-03-29,189 Rue de la Paix,Arthur du Lac
2383,Déjeuner des preux #560,2021-06-17,125 Place d'Armes,Lancelot de Cornouailles
2384,Souper d'apparat #4399,2020-09-23,32 Allée des Preux,Arthur de Galles
2385,Déjeuner des preux #6365,2018-11-23,181 Rue de la Paix,Viviane d'Orkney
2386,Déjeuner des preux #9978,2022-07-13,100 Chemin des Dames,Viviane de Lyonesse
2387,Déjeuner des preux #3330,2014-10-13,63 Allée des Preux,Perceval de Gaule
2388,Souper d'apparat #7073,2021-04-05,134 Allée des Preux,Viviane de Bretagne
2389,Dîner de gala #6520,2008-01-29,75 Avenue des Chevaliers,Lancelot de Cornouailles
2390,Agapes fraternelles #8973,2021-03-16,174 Boulevard du Roi,Élaine de Gaule
2391,Agapes fraternelles #3422,2021-03-04,129 Avenue des Chevaliers,Viviane Le Fay
2392,Banquet royal #6992,2019-01-01,110 Allée des Preux,Guenièvre de Lyonesse
2393,Souper d'apparat #5258,2013-10-05,153 Allée des Preux,Viviane de Bretagne
2394,Agapes fraternelles #3009,2024-04-20,70 Chemin des Dames,Gauvain de Galles
2395,Festin des chevaliers #5539,2017-12-15,97 Place d'Armes,Arthur Pendragon
2396,Souper d'apparat #4140,2023-10-26,43 Rue de la Paix,Morgane de Galles
2397,Festin des chevaliers #1699,2014-03-07,99 Boulevard du Roi,Morgane de Bretagne
2398,Agapes fraternelles #1792,2013-03-17,88 Allée des Preux,Gauvain des Îles
2399,Dîner de gala #964,2023-10-30,171 Boulevard du Roi,Lancelot de Cornouailles
2400,Agapes fraternelles #9781,2022-04-03,109 Allée des Preux,Morgane du Lac
2401,Banquet royal #7878,2022-06-26,56 Chemin des Dames,Guenièvre Le Fay
2402,Souper d'apparat #4717,2024-11-09,62 Rue de la Paix,Guenièvre d'Orkney
2403,Souper d'apparat #7527,2020-04-04,170 Allée des Preux,Guenièvre de Bretagne
2404,Souper d'apparat #9549,2019-03-26,145 Place d'Armes,Élaine de Bretagne
2405,Festin des chevaliers #9656,2022-11-27,177 Boulevard du Roi,Arthur de Lyonesse
2406,Festin des chevaliers #2890,2017-04-02,152 Chemin des Dames,Iseult de Bretagne
2407,Agapes fraternelles #2782,2019-10-07,167 Place d'Armes,Élaine d'Orkney
2408,Dîner de gala #3772,2016-11-07,156 Boulevard du Roi,Iseult de Bretagne
2409,Dîner de gala #5181,2014-03-05,173 Allée des Preux,Élaine Le Fay
2410,Festin des chevaliers #2733,2017-02-21,87 Chemin des Dames,Guenièvre de Galles
2411,Dîner de gala #7929,2015-10-31,141 Avenue des Chevaliers,Arthur de Lyonesse
2412,Dîner de gala #9894,2018-11-04,1 Rue de la Paix,Élaine Pendragon
2413,Banquet royal #2722,2021-08-31,194 Boulevard du Roi,Guenièvre de Cornouailles
2414,Agapes fraternelles #9191,2005-07-23,165 Avenue des Chevaliers,Arthur de Bretagne
2415,Agapes fraternelles #8442,2018-04-26,9 Place d'Armes,Arthur du Lac
2416,Déjeuner des preux #6944,2006-08-14,198 Boulevard du Roi,Iseult de Cornouailles
2417,Festin des chevaliers #2349,2024-06-13,176 Rue de la Paix,Perceval Pendragon
2418,Déjeuner des preux #9227,2013-10-21,180 Rue de la Paix,Lancelot Le Fay
2419,Festin des chevaliers #7546,2024-10-13,54 Chemin des Dames,Arthur de Galles
2420,Banquet royal #5155,2024-11-19,8 Place d'Armes,Viviane de Cornouailles
2421,Festin des chevaliers #6146,2021-04-04,107 Boulevard du Roi,Gauvain d'Orkney
2422,Souper d'apparat #9441,2009-06-18,149 Boulevard du Roi,Iseult de Bretagne
2423,Souper d'apparat #5459,2024-10-16,58 Rue de la Paix,Arthur de Gaule
2424,Souper d'apparat #9326,2021-11-10,159 Chemin des Dames,Lancelot des Îles
2425,Déjeuner des preux #3307,2012-11-14,196 Boulevard du Roi,Perceval de Cornouailles
2426,Agapes fraternelles #1456,2022-06-03,32 Chemin des Dames,Iseult de Gaule
2427,Dîner de gala #3529,2008-10-13,30 Place d'Armes,Élaine de Cornouailles
2428,Déjeuner des preux #7408,2015-09-28,11 Chemin des Dames,Élaine de Gaule
2429,Déjeuner des preux #5005,2015-09-14,135 Avenue des Chevaliers,Morgane de Gaule
2430,Souper d'apparat #3599,2017-03-13,48 Allée des Preux,Tristan de Cornouailles
2431,Banquet royal #5078,2019-10-13,23 Rue de la Paix,Viviane de Bretagne
2432,Déjeuner des preux #888,2006-11-23,77 Chemin des Dames,Viviane de Galles
